Date,Time,Open,High,Low,Close,Volume
12/31/2024,3:45 PM,15.28,15.28,15.02,15.1981,2644594
12/31/2024,4:00 PM,15.1935,15.71,15.1014,15.235,5482732
01/02/2025,9:45 AM,16.14,16.39,15.3,15.6901,12882605
01/02/2025,10:00 AM,15.7,16.2,15.4,16.1,7405351
01/02/2025,10:15 AM,16.0889,16.65,15.95,16.58,7401386
01/02/2025,10:30 AM,16.5815,17.11,16.3,16.965,8241793
01/02/2025,10:45 AM,16.96,17.0093,16.295,16.425,5228074
01/02/2025,11:00 AM,16.41,17.05,16.22,17.05,5791054
01/02/2025,11:15 AM,17.048,17.25,16.85,17.2376,6838460
01/02/2025,11:30 AM,17.23,17.43,16.99,17.39,5470478
01/02/2025,11:45 AM,17.4,17.68,17.21,17.52,6283653
01/02/2025,12:00 PM,17.51,17.98,17.503,17.9,6124320
01/02/2025,12:15 PM,17.9068,17.96,17.71,17.795,4110311
01/02/2025,12:30 PM,17.79,18.25,17.3116,17.4211,9705543
01/02/2025,12:45 PM,17.447,17.449,16.9,17.2512,7716424
01/02/2025,1:00 PM,17.26,17.42,16.9,17.1024,4390604
01/02/2025,1:15 PM,17.1235,17.32,16.625,17.1762,5366663
01/02/2025,1:30 PM,17.175,17.19,16.92,17.035,2106662
01/02/2025,1:45 PM,17.03,17.1,16.78,17.08,2159959
01/02/2025,2:00 PM,17.08,17.1999,16.9,17.17,1550545
01/02/2025,2:15 PM,17.15,17.18,17,17.018,2262632
01/02/2025,2:30 PM,17.0018,17.78,16.9,17.735,4411492
01/02/2025,2:45 PM,17.7327,18.1,17.55,18.0153,6122987
01/02/2025,3:00 PM,18.0101,18.8299,17.9701,18.5001,9092083
01/02/2025,3:15 PM,18.503,19,18.503,18.9816,7509613
01/02/2025,3:30 PM,18.985,19.2,18.07,18.765,8790283
01/02/2025,3:45 PM,18.76,19.65,18.61,19.6299,8855820
01/02/2025,4:00 PM,19.63,20,19.3,19.995,8847301
01/03/2025,9:45 AM,18.95,20.2,18.16,19.927,21459669
01/03/2025,10:00 AM,19.9396,20.37,19.32,19.7399,12932410
01/03/2025,10:15 AM,19.7,19.97,18.42,18.51,13900545
01/03/2025,10:30 AM,18.52,18.93,17.7,18.365,14627177
01/03/2025,10:45 AM,18.365,18.82,17.79,18.6609,8953605
01/03/2025,11:00 AM,18.6999,19.1,18.1,19.07,6590457
01/03/2025,11:15 AM,19.08,19.32,18.77,19.25,4615862
01/03/2025,11:30 AM,19.2551,19.335,18.77,19.089,4233277
01/03/2025,11:45 AM,19.0801,19.0801,18.535,18.883,3436791
01/03/2025,12:00 PM,18.895,18.92,18.5,18.6,2534919
01/03/2025,12:15 PM,18.627,18.85,18.41,18.5718,2328340
01/03/2025,12:30 PM,18.575,18.82,18.43,18.475,1868918
01/03/2025,12:45 PM,18.475,19.12,18.47,19.0777,2611200
01/03/2025,1:00 PM,19.078,19.08,18.62,18.655,1735691
01/03/2025,1:15 PM,18.66,18.7,18,18.2454,4862061
01/03/2025,1:30 PM,18.25,18.325,18.06,18.1,2328309
01/03/2025,1:45 PM,18.1,18.45,18.03,18.3523,2318593
01/03/2025,2:00 PM,18.36,18.47,18.03,18.035,2199058
01/03/2025,2:15 PM,18.03,18.21,17.8,18.1099,5081527
01/03/2025,2:30 PM,18.105,18.59,18.0737,18.5421,3077379
01/03/2025,2:45 PM,18.5402,18.78,18.53,18.6012,2799960
01/03/2025,3:00 PM,18.61,18.92,18.595,18.855,2342483
01/03/2025,3:15 PM,18.8501,18.86,18.34,18.715,2634296
01/03/2025,3:30 PM,18.72,19.07,18.7,18.987,3207923
01/03/2025,3:45 PM,18.98,19.09,18.8,19.0801,2841731
01/03/2025,4:00 PM,19.085,19.17,18.94,18.98,4481953
01/06/2025,9:45 AM,18.54,20.85,18.53,20.5201,15945952
01/06/2025,10:00 AM,20.53,20.97,20.01,20.9412,10813522
01/06/2025,10:15 AM,20.945,21.3,20.75,21.14,8976843
01/06/2025,10:30 AM,21.14,21.42,20.5,20.78,6696403
01/06/2025,10:45 AM,20.78,21,19.7,19.96,7641386
01/06/2025,11:00 AM,19.9524,20.03,18.75,18.9767,8488244
01/06/2025,11:15 AM,18.9624,19.56,18.7,18.885,6947895
01/06/2025,11:30 AM,18.882,19.6,18.55,19.5648,5290864
01/06/2025,11:45 AM,19.5699,19.732,19.27,19.4684,2894905
01/06/2025,12:00 PM,19.47,19.7,19.32,19.32,1898337
01/06/2025,12:15 PM,19.32,19.33,18.65,18.91,4495533
01/06/2025,12:30 PM,18.9189,18.9189,18.6,18.8697,1904773
01/06/2025,12:45 PM,18.85,19.1599,18.8235,19.0467,2052126
01/06/2025,1:00 PM,19.0488,19.35,19.03,19.2311,2094573
01/06/2025,1:15 PM,19.2309,19.5,19.01,19.46,1802137
01/06/2025,1:30 PM,19.4601,19.57,19.3,19.425,2335368
01/06/2025,1:45 PM,19.44,19.5,19.212,19.2976,1606689
01/06/2025,2:00 PM,19.31,19.45,19.02,19.025,1700088
01/06/2025,2:15 PM,19.025,19.67,18.86,19.66,2869217
01/06/2025,2:30 PM,19.66,20.21,19.6,20.01,5153836
01/06/2025,2:45 PM,20,20.02,19.66,19.95,2229759
